,epoch,train_loss,train_acc,val_loss,val_acc
0,0.0,2.204036911946915,0.46540542112610517,1.8962565130138054,0.5387825732899023
1,1.0,2.055180043398141,0.5055185551419265,1.874269300193898,0.5503019815418024
2,2.0,2.016133015248153,0.5130802117263844,1.8784475531771165,0.5496064060803475
3,3.0,2.0052447210825726,0.517922580269893,1.8791896807846138,0.552999457111835
4,4.0,1.9871589512693821,0.5218779083294556,1.8939805670157235,0.559242671009772
5,5.0,1.9810971267531783,0.524589925546766,1.92637767897582,0.5562737513572205
6,6.0,1.9740631043210646,0.5262258608655188,1.9575750264278131,0.5491992399565689
7,7.0,1.9659075418971703,0.527025651465798,1.9932752934149875,0.5562907166123778
8,8.0,1.958217877764194,0.5272655886458818,2.017162548639195,0.5662662866449512
9,9.0,1.9613871948179005,0.5269602140530479,2.028921796416856,0.5579702768729642
10,10.0,1.9478901311748247,0.5292068985574686,2.0483068800504642,0.5569693268186754
11,11.0,1.9596865008831745,0.5286543159609121,2.152371907847229,0.5544923995656895
12,12.0,1.9330056187835,0.5302466263378316,2.2251358019356986,0.5646376221498371
13,13.0,1.9558512720640397,0.527847254536994,2.148980597016391,0.5631277144408252
14,14.0,1.9410168904206153,0.528588878548162,2.289352623258371,0.5628393051031487
15,15.0,1.9343499308924388,0.5290614820846905,2.4050572967049346,0.5553067318132465
16,16.0,1.912759164187896,0.5324569567240577,2.434648534218298,0.5614990499457112
17,17.0,1.9517140872967194,0.5299048976268032,2.5167016028608926,0.5555272801302932
18,18.0,1.9464805768573072,0.5291850860865519,2.557705197542386,0.5585131650380022
19,19.0,1.944601526814125,0.5300575849232201,2.6296165133692924,0.5524904994571118
