,epoch,train_loss,train_acc,val_loss,val_acc
0,0.0,3.1935944957697653,0.20048569101907865,2.869664965781922,0.267796552660152
1,1.0,2.7477291221949267,0.30194276407631454,2.6204160345408836,0.3304153094462541
2,2.0,2.5620875632751816,0.34477518613308517,2.4795173631928433,0.371742671009772
3,3.0,2.434927469619544,0.3894907515123313,2.3561377313390506,0.4246233713355049
4,4.0,2.313816968738173,0.43450442066077244,2.2372206612879433,0.46101384364820847
5,5.0,2.2062239584436303,0.4665978362028851,2.13875328883555,0.48968512486427795
6,6.0,2.116785370038797,0.48884655653792464,2.0594958039197815,0.5071423724212812
7,7.0,2.047254537096574,0.505482201023732,1.9996281267638267,0.5195439739413681
8,8.0,1.9921263783005239,0.5190422871102839,1.950245612512275,0.5329804560260586
9,9.0,1.9431039693606293,0.5296286063285249,1.9075238823753666,0.5422774158523345
10,10.0,1.9017429531119823,0.5394878431828758,1.8708386891694684,0.5516592019543974
11,11.0,1.863123440989343,0.5493325383899488,1.837385036478635,0.5577666938110749
12,12.0,1.829366612629926,0.5575340274546301,1.8083488798944733,0.5653671281216069
13,13.0,1.7982173037492934,0.5640123313168915,1.781774681071871,0.5719666123778502
14,14.0,1.769177986188454,0.5717339460214053,1.7585830056273108,0.5755802117263844
15,15.0,1.7455997209755028,0.5773324802233597,1.736073148436402,0.582739549402823
16,16.0,1.7220069828935975,0.5829600977198697,1.7159355066802118,0.5876594733984799
17,17.0,1.7020099483128757,0.5872062587249883,1.6985187965540527,0.5922740228013029
18,18.0,1.6820898684250472,0.5915105863192183,1.6819877821830633,0.5957179695982627
19,19.0,1.6634872722772733,0.5965347254536993,1.6668997517366384,0.5982627578718784
20,20.0,1.646181363468533,0.599457596556538,1.6525106695646545,0.6014182953311618
21,21.0,1.630336725015649,0.6028385295486273,1.6396836702024955,0.6028942725298588
22,22.0,1.615252663157343,0.6064739413680782,1.6273705494276567,0.6070677252985885
23,23.0,1.6018237875589885,0.6100002908329456,1.615831943558542,0.6097821661237784
24,24.0,1.5880950892984644,0.6130540367612843,1.6046827229029126,0.6120215798045603
25,25.0,1.575090368877682,0.615889657980456,1.594838910634059,0.6142100977198697
26,26.0,1.5618977627819668,0.6188925081433225,1.5843695233552757,0.6169923995656895
27,27.0,1.5500742150908322,0.6218299208934388,1.574809576172401,0.6198934581976113
28,28.0,1.539244528319002,0.6251017915309446,1.5659318064258656,0.6222176981541803
29,29.0,1.5260376820332953,0.6286863075849232,1.5564618291182173,0.6248473127035831
30,30.0,1.5167458729290613,0.6306203466728711,1.5476966712504592,0.6261027415852335
31,31.0,1.5058946963997706,0.6347210912052117,1.5391575645208613,0.630853013029316
32,32.0,1.494825753217356,0.6374331084225221,1.5306835186875836,0.6323629207383279
33,33.0,1.483906584604188,0.6411266868310842,1.522452137413736,0.6361122421281216
34,34.0,1.473880581784839,0.6430025593299209,1.514980549945789,0.6379614549402823
35,35.0,1.4638660665083176,0.6462453466728711,1.5065782797305804,0.6413545059717698
36,36.0,1.4534103741124793,0.6502733829688228,1.4989076968561832,0.6432376492942454
37,37.0,1.4437680039442158,0.6522292345276873,1.491859969031033,0.646325325732899
38,38.0,1.433932454226016,0.6556828757561657,1.4833220767587816,0.6484629478827362
39,39.0,1.4246025383507113,0.65810406002792,1.476159689347791,0.6512282844733985
40,40.0,1.4144833359933207,0.6616158678455095,1.4696414576898231,0.6519917209554832
41,41.0,1.4066215574658156,0.6644587598883201,1.4622222512019687,0.6554695982627579
42,42.0,1.3953877943041382,0.6682614006514658,1.4545756162205714,0.6582010043431054
43,43.0,1.3875393744934266,0.6713006049325267,1.4476761121880113,0.6601180781758957
44,44.0,1.3786439204379646,0.6733800604932527,1.4408635227935402,0.6625441096634094
45,45.0,1.3681452146632942,0.6764483480688692,1.4337080143364775,0.6661577090119435
46,46.0,1.3602576257237144,0.6793057817589576,1.4272865644938724,0.6679390608034745
47,47.0,1.350453704231531,0.6814652163797115,1.4209788460139712,0.6694489685124865
48,48.0,1.3418182331406485,0.684242671009772,1.4151531913671682,0.6726214712269273
49,49.0,1.3327498274351302,0.6880016868310842,1.4075886698588216,0.6765065146579805
50,50.0,1.325053793273731,0.6898630176826431,1.4011677207536897,0.68001832247557
