,epoch,train_loss,train_acc,val_loss,val_acc
0,0.0,1.6981076493178027,0.5794919148441136,1.3886362614440184,0.6668193539630836
1,1.0,1.2635632538929644,0.6962976966030712,1.2316621682711297,0.7130157437567861
2,2.0,1.1091189607085115,0.7276858422522103,1.1974017938697477,0.7204465255157437
3,3.0,1.0210068088111313,0.7444959865053513,1.1964967005863536,0.7188517915309446
4,4.0,0.9447907362790477,0.7576052815262913,1.21508699954633,0.718207111834962
5,5.0,0.885312116699789,0.7697402861796184,1.224990736979941,0.7215323018458197
6,6.0,0.830053411879637,0.7810827710563053,1.270951503094912,0.7177829804560261
7,7.0,0.7806800679119955,0.791690902745463,1.2988780650349114,0.7186821389793703
8,8.0,0.737079924068441,0.8012084108887855,1.3367825218493745,0.7184106948968513
9,9.0,0.7031317561875525,0.8087046300604932,1.3816753159680484,0.7151872964169381
10,10.0,0.6668031474127616,0.8167897859469521,1.4467295802067723,0.7148140608034745
11,11.0,0.6434186173663523,0.8236170893438809,1.4563244536877094,0.7144917209554832
12,12.0,0.6187210211674185,0.8289974988366682,1.5212751249549408,0.713711319218241
13,13.0,0.5915503069145833,0.8357157398790135,1.527976336828669,0.7112852877307275
14,14.0,0.5756748639096296,0.8394093182875756,1.5863493102301776,0.7122692725298588
15,15.0,0.5589289294778009,0.8446079571893904,1.6633552832167613,0.7145935124864278
16,16.0,0.5443546534688506,0.8487377850162866,1.7002956546550478,0.7134907709011944
17,17.0,0.5301186798641829,0.8521478013029316,1.7539154292392642,0.7102504071661238
18,18.0,0.5177931783042785,0.8552088180549092,1.7862161611704725,0.7112343919652552
19,19.0,0.5098232540684847,0.8574191484411354,1.7987151804964967,0.7091307003257329
